0	8.7908
1	8.7908
2	8.7908
3	8.7908
4	8.7908
5	8.7908
6	8.7908
7	8.7908
8	8.7908
9	8.7908
10	8.7908
11	8.7908
12	8.7908
13	8.7908
14	8.7908
15	8.7908
16	8.7908
17	8.7908
18	8.7908
19	8.7908
20	8.7908
21	8.7908
22	8.7908
23	8.7908
24	8.7908
25	8.7908
26	8.7908
27	8.7908
28	8.7908
29	8.7908
30	8.7908
31	8.7908
32	8.7908
33	8.7908
34	8.7908
35	8.7908
36	8.7908
37	8.7908
38	8.7908
39	8.7908
40	8.7908
41	8.7908
42	8.7908
43	8.7908
44	8.7908
45	8.7908
46	8.7908
47	8.7908
48	8.7908
49	8.7908
50	8.7908
51	8.7908
52	8.80811
53	8.94761
54	8.94761
55	8.94761
56	8.94761
57	8.94761
58	8.94761
59	8.94761
60	8.94761
61	8.94761
62	8.94761
63	9.01803
64	9.9087
65	9.9087
66	10.4069
67	10.4069
68	10.4069
69	10.4069
70	10.4069
71	10.7822
72	10.7826
73	10.7826
74	10.7826
75	10.8045
76	10.8045
77	11.2023
78	11.4559
79	11.9452
80	11.9978
81	12.3389
82	12.6498
83	12.6498
84	12.6498
85	12.6498
86	12.6498
87	12.6498
88	12.6498
89	12.7118
90	12.7925
91	13.8336
92	14.7437
93	14.7965
94	14.7965
95	15.4422
96	15.9144
97	16.3295
98	16.3295
99	16.4818
