0	94.9978
1	94.9978
2	94.9978
3	94.9978
4	94.9978
5	94.9978
6	94.9978
7	94.9978
8	94.9978
9	94.9978
10	94.9978
11	94.9978
12	94.9978
13	94.9978
14	94.9978
15	94.9978
16	94.9978
17	94.9978
18	94.9978
19	94.9978
20	94.9978
21	94.9978
22	94.9978
23	94.9978
24	94.9978
25	94.9978
26	94.9978
27	94.9978
28	94.9978
29	94.9978
30	94.9978
31	94.9978
32	94.9978
33	94.9978
34	94.9978
35	94.9978
36	94.9978
37	94.9978
38	94.9978
39	94.9978
40	94.9978
41	94.9978
42	94.9978
43	94.9978
44	94.9978
45	94.9978
46	94.9978
47	94.9978
48	94.9978
49	94.9978
50	94.9978
51	94.9978
52	94.9978
53	94.9978
54	94.9978
55	94.9978
56	94.9978
57	94.9978
58	94.9978
59	94.9978
60	94.9978
61	94.9978
62	94.9978
63	94.9978
64	94.9978
65	94.9978
66	94.9978
67	94.9978
68	94.9978
69	94.9978
70	94.9978
71	94.9978
72	94.9978
73	94.9978
74	94.9978
75	94.9978
76	94.9978
77	94.9978
78	94.9978
79	94.9978
80	94.9978
81	94.9978
82	94.9978
83	94.9978
84	94.9978
85	94.9978
86	94.9978
87	94.9978
88	94.9978
89	94.9978
90	94.9978
91	94.9978
92	94.9978
93	94.9978
94	94.9978
95	94.9978
96	94.9978
97	94.9978
98	94.9978
99	94.9978
100	94.9978
101	94.9978
102	94.9978
103	94.9978
104	94.9978
105	94.9978
106	94.9978
107	94.9978
108	94.9978
109	94.9978
110	94.9978
111	94.9978
112	94.9978
113	94.9978
114	94.9978
115	94.9978
116	94.9978
117	94.9978
118	94.9978
119	94.9978
120	94.9978
121	94.9978
122	94.9978
123	94.9978
124	94.9978
125	94.9978
126	94.9978
127	94.9978
128	94.9978
129	94.9978
130	94.9978
131	94.9978
132	94.9978
133	94.9978
134	94.9978
135	94.9978
136	94.9978
137	94.9978
138	94.9978
139	94.9978
140	94.9978
141	94.9978
142	94.9978
143	94.9978
144	94.9978
145	94.9978
146	94.9978
147	94.9978
148	94.9978
149	94.9978
150	94.9978
151	94.9978
152	94.9978
153	94.9978
154	94.9978
155	94.9978
156	94.9978
157	94.9978
158	94.9978
159	94.9978
160	94.9978
161	94.9978
162	94.9978
163	94.9978
164	94.9978
165	94.9978
166	94.9978
167	94.9978
168	94.9978
169	94.9978
170	94.9978
171	94.9978
172	94.9978
173	94.9978
174	94.9978
175	94.9978
176	94.9978
177	94.9978
178	94.9978
179	94.9978
180	94.9978
181	94.9978
182	94.9978
183	94.9978
184	94.9978
185	94.9978
186	94.9978
187	94.9978
188	94.9978
189	94.9978
190	94.9978
191	94.9978
192	94.9978
193	94.9978
194	94.9978
195	94.9978
196	94.9978
197	94.9978
198	94.9978
199	94.9978
200	94.9978
201	94.9978
202	94.9978
203	94.9978
204	94.9978
205	94.9978
206	94.9978
207	94.9978
208	94.9978
209	94.9978
210	94.9978
211	94.9978
212	94.9978
213	94.9978
214	94.9978
215	94.9978
216	94.9978
217	94.9978
218	94.9978
219	94.9978
220	94.9978
221	94.9978
222	94.9978
223	94.9978
224	94.9978
225	94.9978
226	94.9978
227	94.9978
228	94.9978
229	94.9978
230	94.9978
231	94.9978
232	94.9978
233	94.9978
234	94.9978
235	94.9978
236	94.9978
237	94.9978
238	95.7241
239	95.7274
240	97.8284
241	100.374
242	100.374
243	100.797
244	101.999
245	101.999
246	102.004
247	102.041
248	102.504
249	102.875
250	102.875
251	103.158
252	103.161
253	103.694
254	104.246
255	104.28
256	104.28
257	104.28
258	104.365
259	104.365
260	105.355
261	105.355
262	105.476
263	105.749
264	106.129
265	107.221
266	107.434
267	107.434
268	108.137
269	108.462
270	108.47
271	108.578
272	108.886
273	108.936
274	109.793
275	110.654
276	110.814
277	110.873
278	111.148
279	111.196
280	111.196
281	111.412
282	112.35
283	112.35
284	112.533
285	114.93
286	115.004
287	115.918
288	117.243
289	119.695
290	119.695
291	120.289
292	120.479
293	120.799
294	123.314
295	125.208
296	127.388
297	129.361
298	136.032
299	142.834
